Unnamed,Date,Stock_symbol,sentiment_score,sentiment_label
12335.0,2023-11-29 00:00:00 UTC,AAPL,0.2023,positive
12336.0,2023-11-29 00:00:00 UTC,AAPL,-0.296,negative
12337.0,2023-11-29 00:00:00 UTC,AAPL,0.2732,positive
12338.0,2023-11-29 00:00:00 UTC,AAPL,0.0,neutral
12339.0,2023-11-29 00:00:00 UTC,AAPL,0.5106,positive
12340.0,2023-11-29 00:00:00 UTC,AAPL,0.0,neutral
12341.0,2023-11-29 00:00:00 UTC,AAPL,0.0,neutral
12342.0,2023-11-29 00:00:00 UTC,AAPL,0.0,neutral
12343.0,2023-11-29 00:00:00 UTC,AAPL,0.6486,positive
12344.0,2023-11-29 00:00:00 UTC,AAPL,0.0,neutral
12345.0,2023-11-29 00:00:00 UTC,AAPL,-0.4215,negative
12346.0,2023-11-29 00:00:00 UTC,AAPL,-0.4767,negative
12347.0,2023-11-29 00:00:00 UTC,AAPL,0.0,neutral
12348.0,2023-11-29 00:00:00 UTC,AAPL,0.5106,positive
12349.0,2023-11-29 00:00:00 UTC,AAPL,0.3506,positive
12350.0,2023-11-29 00:00:00 UTC,AAPL,0.4019,positive
12351.0,2023-11-29 00:00:00 UTC,AAPL,0.0,neutral
12352.0,2023-11-29 00:00:00 UTC,AAPL,0.0,neutral
12353.0,2023-11-29 00:00:00 UTC,AAPL,-0.4767,negative
12354.0,2023-11-29 00:00:00 UTC,AAPL,0.5994,positive
12355.0,2023-11-28 00:00:00 UTC,AAPL,0.0,neutral
12356.0,2023-11-28 00:00:00 UTC,AAPL,0.0,neutral
12357.0,2023-11-28 00:00:00 UTC,AAPL,0.0,neutral
12358.0,2023-11-28 00:00:00 UTC,AAPL,0.0,neutral
12359.0,2023-11-28 00:00:00 UTC,AAPL,0.2716,positive
12360.0,2023-11-28 00:00:00 UTC,AAPL,0.0,neutral
12361.0,2023-11-28 00:00:00 UTC,AAPL,0.0,neutral
12362.0,2023-11-28 00:00:00 UTC,AAPL,0.0,neutral
12363.0,2023-11-28 00:00:00 UTC,AAPL,0.0,neutral
12364.0,2023-11-28 00:00:00 UTC,AAPL,0.0,neutral
12365.0,2023-11-28 00:00:00 UTC,AAPL,0.0,neutral
12366.0,2023-11-28 00:00:00 UTC,AAPL,0.4215,positive
12367.0,2023-11-28 00:00:00 UTC,AAPL,0.0,neutral
12368.0,2023-11-27 00:00:00 UTC,AAPL,0.2732,positive
12369.0,2023-11-27 00:00:00 UTC,AAPL,0.0,neutral
12370.0,2023-11-27 00:00:00 UTC,AAPL,0.0,neutral
12371.0,2023-11-27 00:00:00 UTC,AAPL,0.3612,positive
12372.0,2023-11-27 00:00:00 UTC,AAPL,0.0,neutral
12373.0,2023-11-27 00:00:00 UTC,AAPL,0.5859,positive
12374.0,2023-11-27 00:00:00 UTC,AAPL,0.2263,positive
12375.0,2023-11-27 00:00:00 UTC,AAPL,0.0,neutral
12376.0,2023-11-27 00:00:00 UTC,AAPL,0.4767,positive
12377.0,2023-11-27 00:00:00 UTC,AAPL,0.0,neutral
12378.0,2023-11-27 00:00:00 UTC,AAPL,0.3818,positive
12379.0,2023-11-27 00:00:00 UTC,AAPL,0.4019,positive
12380.0,2023-11-26 00:00:00 UTC,AAPL,0.0,neutral
12381.0,2023-11-26 00:00:00 UTC,AAPL,0.0,neutral
12382.0,2023-11-26 00:00:00 UTC,AAPL,0.0,neutral
12383.0,2023-11-26 00:00:00 UTC,AAPL,0.0,neutral
12384.0,2023-11-26 00:00:00 UTC,AAPL,0.5423,positive
12385.0,2023-11-25 00:00:00 UTC,AAPL,0.0,neutral
12386.0,2023-11-25 00:00:00 UTC,AAPL,0.5411,positive
12387.0,2023-11-25 00:00:00 UTC,AAPL,0.6369,positive
12388.0,2023-11-25 00:00:00 UTC,AAPL,0.0,neutral
12389.0,2023-11-24 00:00:00 UTC,AAPL,0.0,neutral
12390.0,2023-11-24 00:00:00 UTC,AAPL,0.25,positive
12391.0,2023-11-24 00:00:00 UTC,AAPL,0.4576,positive
12392.0,2023-11-24 00:00:00 UTC,AAPL,0.0,neutral
12393.0,2023-11-24 00:00:00 UTC,AAPL,0.0,neutral
12394.0,2023-11-24 00:00:00 UTC,AAPL,0.4767,positive
12395.0,2023-11-24 00:00:00 UTC,AAPL,0.7269,positive
12396.0,2023-11-24 00:00:00 UTC,AAPL,0.0,neutral
12397.0,2023-11-24 00:00:00 UTC,AAPL,0.0,neutral
12398.0,2023-11-24 00:00:00 UTC,AAPL,0.2023,positive
12399.0,2023-11-24 00:00:00 UTC,AAPL,0.5423,positive
12400.0,2023-11-24 00:00:00 UTC,AAPL,0.0,neutral
12401.0,2023-11-24 00:00:00 UTC,AAPL,0.0,neutral
12402.0,2023-11-24 00:00:00 UTC,AAPL,0.0,neutral
12403.0,2023-11-24 00:00:00 UTC,AAPL,0.34,positive
12404.0,2023-11-24 00:00:00 UTC,AAPL,0.0,neutral
12405.0,2023-11-24 00:00:00 UTC,AAPL,0.0,neutral
12406.0,2023-11-23 00:00:00 UTC,AAPL,0.34,positive
12407.0,2023-11-23 00:00:00 UTC,AAPL,0.0,neutral
12408.0,2023-11-23 00:00:00 UTC,AAPL,-0.296,negative
12409.0,2023-11-23 00:00:00 UTC,AAPL,-0.3818,negative
12410.0,2023-11-23 00:00:00 UTC,AAPL,-0.3612,negative
12411.0,2023-11-23 00:00:00 UTC,AAPL,0.1779,positive
12412.0,2023-11-23 00:00:00 UTC,AAPL,0.0,neutral
12413.0,2023-11-23 00:00:00 UTC,AAPL,0.2732,positive
12414.0,2023-11-23 00:00:00 UTC,AAPL,0.0,neutral
12415.0,2023-11-23 00:00:00 UTC,AAPL,0.5106,positive
12416.0,2023-11-23 00:00:00 UTC,AAPL,0.34,positive
12417.0,2023-11-23 00:00:00 UTC,AAPL,0.0,neutral
12418.0,2023-11-22 00:00:00 UTC,AAPL,0.0,neutral
